analysis_type,timestamp,documents_processed,total_words,total_markers,overall_density,compliance_rate,assessment,interactional_boosters_count,interactional_boosters_density,interactive_transitions_count,interactive_transitions_density,interactive_frame_markers_count,interactive_frame_markers_density,interactional_hedges_count,interactional_hedges_density,interactive_code_glosses_count,interactive_code_glosses_density,interactional_engagement_markers_count,interactional_engagement_markers_density,interactive_evidentials_count,interactive_evidentials_density,interactional_self_mentions_count,interactional_self_mentions_density,interactional_attitude_markers_count,interactional_attitude_markers_density,unknown_category_count,unknown_category_density,interactive_endophoric_markers_count,interactive_endophoric_markers_density
corpus_summary,20250630_024005,50,31754,814,25.634565724003277,0.26,NON_COMPLIANT,79,2.4878755432386472,251,7.904515966492411,42,1.3226680103294075,159,5.007243181961328,36,1.1337154374252063,76,2.3933992567865463,11,0.3464130503243686,137,4.31441708131259,8,0.2519367638722681,0,0.0,15,0.4723814322605026
